x,y,z,v
12,9,11,13.375
12,10,11,-7.624
12,11,11,13.812
12,12,11,-0.988
12,13,11,-8.430
12,14,11,10.800
13,0,11,11.509
13,1,11,-4.578
13,2,11,14.433
13,3,11,-4.083
13,4,11,0.358
13,5,11,13.317
13,6,11,-0.270
13,7,11,-7.256
13,8,11,13.307
13,9,11,8.227
13,10,11,5.671
13,11,11,12.461
13,12,11,0.222
13,13,11,6.222
13,14,11,7.931
14,0,11,7.633
14,1,11,14.581
14,2,11,-6.868
14,3,11,14.225
14,4,11,6.476
14,5,11,-1.756
14,6,11,9.165
14,7,11,6.840
14,8,11,13.294
14,9,11,8.628
14,10,11,-2.120
14,11,11,11.454
14,12,11,12.703
14,13,11,8.448
14,14,11,-5.093
0,0,12,0.722
0,1,12,-0.585
0,2,12,13.598
0,3,12,-4.004
0,4,12,10.299
0,5,12,-8.098
0,6,12,-0.693
0,7,12,7.160
0,8,12,7.887
0,9,12,-1.086
0,10,12,-8.144
0,11,12,-7.934
0,12,12,-6.554
0,13,12,10.337
0,14,12,13.012
1,0,12,-4.057
1,1,12,0.039
1,2,12,15.636
1,3,12,15.014
1,4,12,7.124
1,5,12,-8.015
1,6,12,14.803
1,7,12,7.173
1,8,12,10.744
1,9,12,-8.847
1,10,12,-8.484
1,11,12,15.471
1,12,12,10.641
1,13,12,-2.850
1,14,12,-6.229
2,0,12,8.427
2,1,12,11.572
2,2,12,10.926
2,3,12,14.308
2,4,12,15.691
2,5,12,-4.499
2,6,12,13.620
2,7,12,15.808
2,8,12,0.347
2,9,12,9.110
2,10,12,12.948
2,11,12,8.664
2,12,12,0.208
2,13,12,-0.397
2,14,12,-2.422
3,0,12,6.851
3,1,12,9.410
3,2,12,11.667
3,3,12,-5.938
3,4,12,11.543
3,5,12,15.544
3,6,12,-5.156
3,7,12,0.044
3,8,12,-0.439
3,9,12,0.105
3,10,12,14.308
3,11,12,7.201
3,12,12,0.460
3,13,12,10.205
3,14,12,15.109
4,0,12,6.469
4,1,12,6.992
4,2,12,14.203
4,3,12,-2.903
4,4,12,-2.954
4,5,12,-1.389
4,6,12,-1.668
4,7,12,6.609
4,8,12,7.709
4,9,12,-7.326
4,10,12,-0.541
4,11,12,8.882
4,12,12,11.711
4,13,12,-1.368
4,14,12,-2.602
5,0,12,1.019
5,1,12,7.618
5,2,12,12.688
5,3,12,13.312
5,4,12,-2.067
5,5,12,-1.367
5,6,12,-7.719
5,7,12,12.682
5,8,12,8.013
5,9,12,-1.388
5,10,12,8.611
5,11,12,0.766
5,12,12,6.519
5,13,12,10.240
5,14,12,-2.935
6,0,12,15.163
6,1,12,11.005
6,2,12,-7.466
6,3,12,8.013
6,4,12,9.741
6,5,12,12.822
6,6,12,-3.101
6,7,12,12.890
6,8,12,6.997
6,9,12,-8.154
6,10,12,13.557
6,11,12,7.331
6,12,12,7.497
6,13,12,9.631
6,14,12,11.424
7,0,12,5.968
7,1,12,12.548
7,2,12,-4.452
7,3,12,-8.594
7,4,12,15.673
7,5,12,9.860
7,6,12,13.075
7,7,12,-2.909
7,8,12,-4.376
7,9,12,9.252
7,10,12,11.266
7,11,12,-7.762
7,12,12,12.222
7,13,12,0.274
7,14,12,-7.927
8,0,12,-5.407
8,1,12,-7.385
8,2,12,-1.703
8,3,12,13.968
8,4,12,-6.252
8,5,12,7.197
8,6,12,15.749
8,7,12,8.401
8,8,12,9.520
8,9,12,9.647
8,10,12,13.665
8,11,12,5.945
8,12,12,14.248
8,13,12,0.799
8,14,12,11.012
9,0,12,0.521
9,1,12,15.045
9,2,12,-1.402
9,3,12,6.083
9,4,12,13.581
9,5,12,15.032
9,6,12,-8.429
9,7,12,0.312
9,8,12,7.171
9,9,12,7.218
9,10,12,-6.608
9,11,12,-4.640
9,12,12,7.942
9,13,12,-1.861
9,14,12,10.895
10,0,12,-7.192
10,1,12,6.114
10,2,12,-0.965
10,3,12,14.282
10,4,12,8.035
10,5,12,9.920
10,6,12,-6.850
10,7,12,12.149
10,8,12,6.452
10,9,12,-6.543
10,10,12,-4.385
10,11,12,6.496
10,12,12,13.390
10,13,12,8.003
10,14,12,12.006
11,0,12,-3.856
11,1,12,8.120
11,2,12,7.635
11,3,12,11.136
11,4,12,8.907
11,5,12,14.144
11,6,12,8.535
11,7,12,15.395
11,8,12,12.810
11,9,12,-0.592
11,10,12,-6.719
11,11,12,-8.552
11,12,12,7.179
11,13,12,-3.852
11,14,12,-0.770
12,0,12,10.556
12,1,12,-4.559
12,2,12,-6.181
12,3,12,15.554
12,4,12,7.446
12,5,12,9.952
12,6,12,-5.219
12,7,12,15.465
12,8,12,0.661
12,9,12,6.650
12,10,12,-8.426
12,11,12,6.276
12,12,12,13.559
12,13,12,-0.132
12,14,12,9.819
13,0,12,15.490
13,1,12,-7.598
13,2,12,13.021
13,3,12,7.856
13,4,12,14.381
13,5,12,6.532
13,6,12,-4.040
13,7,12,13.182
13,8,12,-6.300
13,9,12,10.273
13,10,12,-0.161
13,11,12,-6.728
13,12,12,-3.220
13,13,12,-3.332
13,14,12,-0.711
14,0,12,0.909
14,1,12,13.384
14,2,12,-5.731
14,3,12,13.031
14,4,12,9.236
14,5,12,10.499
14,6,12,8.742
14,7,12,13.813
14,8,12,-2.235
14,9,12,6.669
14,10,12,13.452
14,11,12,12.561
14,12,12,14.934
14,13,12,-7.102
14,14,12,8.025
0,0,13,-1.184
0,1,13,16.382
0,2,13,9.022
0,3,13,6.534
0,4,13,14.766
0,5,13,14.199
0,6,13,9.689
0,7,13,0.359
0,8,13,7.830
0,9,13,9.799
0,10,13,9.951
0,11,13,12.158
0,12,13,7.880
0,13,13,14.841
0,14,13,15.179
1,0,13,9.713
1,1,13,6.862
1,2,13,16.423
1,3,13,10.503
1,4,13,-7.550
1,5,13,10.929
1,6,13,7.881
1,7,13,8.670
1,8,13,14.725
1,9,13,16.421
1,10,13,-7.553
1,11,13,0.218
1,12,13,10.521
1,13,13,1.170
1,14,13,10.529
2,0,13,0.022
2,1,13,8.203
2,2,13,7.472
2,3,13,9.139
2,4,13,15.553
2,5,13,16.039
2,6,13,1.323
2,7,13,-5.447
2,8,13,15.773
2,9,13,13.966
2,10,13,0.238
2,11,13,7.198
2,12,13,-0.655
2,13,13,-5.494
2,14,13,9.828
3,0,13,-1.216
3,1,13,-0.227
3,2,13,11.404
3,3,13,15.125
3,4,13,-4.175
3,5,13,-1.788
3,6,13,13.381
3,7,13,-4.107
3,8,13,10.731
3,9,13,15.001
3,10,13,-3.043
3,11,13,-7.684
3,12,13,12.932
3,13,13,8.635
3,14,13,12.970
4,0,13,13.564
4,1,13,-8.306
4,2,13,11.525
4,3,13,15.921
4,4,13,8.847
4,5,13,15.603
4,6,13,-5.651
4,7,13,0.822
4,8,13,-3.798
4,9,13,16.112
4,10,13,-6.438
4,11,13,13.761
4,12,13,-6.421
4,13,13,15.627
4,14,13,-4.910
5,0,13,-2.322
5,1,13,-6.551
5,2,13,7.186
5,3,13,13.511
5,4,13,1.486
5,5,13,-6.497
5,6,13,13.599
5,7,13,8.251
5,8,13,15.593
5,9,13,10.929
5,10,13,10.916
5,11,13,10.266
5,12,13,-5.345
5,13,13,-1.678
5,14,13,7.556
6,0,13,11.433
6,1,13,-6.748
6,2,13,12.610
6,3,13,13.887
6,4,13,13.445
6,5,13,-2.551
6,6,13,15.794
6,7,13,8.238
6,8,13,-2.054
6,9,13,10.233
6,10,13,14.885
6,11,13,10.894
6,12,13,12.332
6,13,13,10.358
6,14,13,8.333
7,0,13,-5.339
7,1,13,14.858
7,2,13,-6.702
7,3,13,11.533
7,4,13,11.532
7,5,13,15.824
7,6,13,-4.291
7,7,13,-7.579
7,8,13,-5.263
7,9,13,7.505
7,10,13,-3.896
7,11,13,8.311
7,12,13,8.440
7,13,13,12.583
7,14,13,13.984
8,0,13,9.460
8,1,13,-4.524
8,2,13,9.946
8,3,13,10.638
8,4,13,8.430
8,5,13,14.060
8,6,13,9.341
8,7,13,12.011
8,8,13,15.697
8,9,13,-5.928
8,10,13,12.424
8,11,13,14.532
8,12,13,14.351
8,13,13,-8.390
8,14,13,13.433
9,0,13,-6.942
9,1,13,8.290
9,2,13,13.431
9,3,13,-2.736
9,4,13,-2.414
9,5,13,6.669
9,6,13,14.880
9,7,13,-1.141
9,8,13,-6.985
9,9,13,1.068
9,10,13,1.230
9,11,13,15.101
9,12,13,11.225
9,13,13,12.261
9,14,13,8.537
10,0,13,15.844
10,1,13,15.017
10,2,13,9.570
10,3,13,0.185
10,4,13,9.272
10,5,13,8.745
10,6,13,-0.039
10,7,13,0.658
10,8,13,-3.933
10,9,13,7.286
10,10,13,-7.412
10,11,13,-5.601
10,12,13,16.021
10,13,13,6.817
10,14,13,13.907
11,0,13,-2.803
11,1,13,14.288
11,2,13,-5.388
11,3,13,10.606
11,4,13,14.997
11,5,13,12.959
11,6,13,14.660
11,7,13,12.731
11,8,13,15.634
11,9,13,6.958
11,10,13,-0.023
11,11,13,6.771
11,12,13,-3.254
11,13,13,10.037
11,14,13,10.301
12,0,13,12.553
12,1,13,15.012
12,2,13,0.454
12,3,13,-2.542
12,4,13,-3.036
12,5,13,9.588
12,6,13,10.964
12,7,13,14.894
12,8,13,-6.555
12,9,13,15.413
12,10,13,7.515
12,11,13,15.816
12,12,13,11.734
12,13,13,-4.735
12,14,13,16.274
13,0,13,6.784
13,1,13,-1.970
13,2,13,6.922
13,3,13,16.124
13,4,13,15.394
13,5,13,8.044
13,6,13,10.415
13,7,13,0.545
13,8,13,-5.869
13,9,13,14.275
13,10,13,10.452
13,11,13,13.201
13,12,13,-7.245
13,13,13,15.358
13,14,13,-4.706
14,0,13,13.487
14,1,13,9.552
14,2,13,6.873
14,3,13,10.706
14,4,13,0.130
14,5,13,12.042
14,6,13,11.573
14,7,13,7.570
14,8,13,10.660
14,9,13,15.158
14,10,13,11.107
14,11,13,7.644
14,12,13,13.185
14,13,13,11.307
14,14,13,9.827
0,0,14,13.166
0,1,14,-0.868
0,2,14,10.117
0,3,14,-6.168
0,4,14,11.084
0,5,14,11.785
0,6,14,0.540
0,7,14,-7.364
0,8,14,-4.471
0,9,14,8.994
0,10,14,14.602
0,11,14,9.966
0,12,14,1.768
0,13,14,14.036
0,14,14,-4.871
1,0,14,12.865
1,1,14,15.312
1,2,14,0.224
1,3,14,12.110
1,4,14,0.854
1,5,14,9.211
1,6,14,15.282
1,7,14,-5.430
1,8,14,9.970
1,9,14,13.308
1,10,14,7.939
1,11,14,16.003
1,12,14,16.240
1,13,14,0.073
1,14,14,-0.407
2,0,14,8.025
2,1,14,10.819
2,2,14,9.656
2,3,14,11.693
2,4,14,-7.848
2,5,14,7.267
2,6,14,10.833
2,7,14,-7.475
2,8,14,-3.565
2,9,14,14.045
2,10,14,16.753
2,11,14,-6.034
2,12,14,12.812
2,13,14,13.811
2,14,14,8.173
3,0,14,-7.913
3,1,14,-0.918
3,2,14,-4.081
3,3,14,-7.989
3,4,14,13.826
3,5,14,-3.727
3,6,14,7.498
3,7,14,11.986
3,8,14,-6.048
3,9,14,12.689
3,10,14,-7.273
3,11,14,8.064
3,12,14,8.672
3,13,14,12.291
3,14,14,-3.528
4,0,14,16.808
4,1,14,8.886
4,2,14,-0.701
4,3,14,-4.151
4,4,14,-2.327
4,5,14,-1.164
4,6,14,-7.905
4,7,14,12.414
4,8,14,15.830
4,9,14,9.167
4,10,14,8.573
4,11,14,-5.122
4,12,14,9.606
4,13,14,11.926
4,14,14,-2.865
5,0,14,14.804
5,1,14,13.881
5,2,14,9.770
5,3,14,7.326
5,4,14,1.768
5,5,14,9.755
5,6,14,10.951
5,7,14,1.669
5,8,14,-0.988
5,9,14,11.402
5,10,14,-7.253
5,11,14,-6.665
5,12,14,10.629
5,13,14,14.762
5,14,14,7.305
6,0,14,9.500
6,1,14,10.190
6,2,14,8.671
6,3,14,13.181
6,4,14,14.639
6,5,14,14.374
6,6,14,9.388
6,7,14,14.287
6,8,14,-2.982
6,9,14,-6.641
6,10,14,-0.499
6,11,14,-7.228
6,12,14,0.877
6,13,14,-1.982
6,14,14,7.599
7,0,14,16.373
7,1,14,-5.861
7,2,14,12.162
7,3,14,15.796
7,4,14,14.480
7,5,14,7.616
7,6,14,-1.480
7,7,14,10.758
7,8,14,12.639
7,9,14,-3.234
7,10,14,0.017
7,11,14,10.363
7,12,14,-0.142
7,13,14,-7.566
7,14,14,1.552
8,0,14,-0.917
8,1,14,15.605
8,2,14,1.580
8,3,14,13.407
8,4,14,-3.969
8,5,14,-7.831
8,6,14,15.186
8,7,14,16.974
8,8,14,0.541
8,9,14,16.183
8,10,14,11.034
8,11,14,15.619
8,12,14,9.298
8,13,14,8.910
8,14,14,12.772
9,0,14,7.764
9,1,14,-3.468
9,2,14,7.493
9,3,14,14.409
9,4,14,7.192
9,5,14,0.331
9,6,14,-3.659
9,7,14,7.729
9,8,14,-2.062
9,9,14,15.785
9,10,14,14.747
9,11,14,7.378
9,12,14,-5.060
9,13,14,-6.873
9,14,14,12.105
10,0,14,-5.009
10,1,14,12.525
10,2,14,11.526
10,3,14,-7.260
10,4,14,13.822
10,5,14,9.801
10,6,14,16.312
10,7,14,-1.183
10,8,14,-3.919
10,9,14,10.869
10,10,14,0.649
10,11,14,10.294
10,12,14,13.561
10,13,14,12.003
10,14,14,-5.352
11,0,14,-3.269
11,1,14,-3.010
11,2,14,-6.558
11,3,14,14.908
11,4,14,0.927
11,5,14,14.203
11,6,14,13.544
11,7,14,-4.383
11,8,14,8.771
11,9,14,15.954
11,10,14,11.912
11,11,14,-1.417
11,12,14,14.426
11,13,14,1.919
11,14,14,-2.937
12,0,14,14.204
12,1,14,15.143
12,2,14,13.023
12,3,14,8.605
12,4,14,0.670
12,5,14,-0.765
12,6,14,13.549
12,7,14,-2.052
12,8,14,11.498
12,9,14,10.942
12,10,14,-5.272
12,11,14,15.342
12,12,14,0.479
12,13,14,11.333
12,14,14,16.591
13,0,14,-4.879
13,1,14,7.479
13,2,14,-5.979
13,3,14,-7.799
13,4,14,-2.439
13,5,14,-0.545
13,6,14,-3.614
13,7,14,9.972
13,8,14,14.759
13,9,14,9.282
13,10,14,14.009
13,11,14,15.709
13,12,14,11.581
13,13,14,12.902
13,14,14,14.861
14,0,14,1.170
14,1,14,10.048
14,2,14,12.137
14,3,14,-1.202
14,4,14,11.247
14,5,14,-2.393
14,6,14,8.731
14,7,14,12.446
14,8,14,9.332
14,9,14,-5.962
14,10,14,16.766
14,11,14,15.535
14,12,14,-1.505
14,13,14,7.505
14,14,14,0.110
